id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction,AverageRating
19456,Male,36,personal,Personal Travel,Individual/Couple,2,5,5,2,5,5,5,3,4,5,neutral or dissatisfied,4.0
8383,Male,19,personal,Personal Travel,Individual/Couple,3,5,3,4,5,5,5,4,3,5,neutral or dissatisfied,4.1
80420,Male,52,academic,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,5,satisfied,4.1
71018,Female,55,tourism,Group Travel,Group bookings,4,4,4,4,4,5,5,5,5,5,satisfied,4.4
82967,Male,30,academic,Group Travel,Group bookings,5,5,5,5,3,3,3,5,4,3,satisfied,4.2
203,Female,27,business,Group Travel,Group bookings,3,3,3,4,5,5,5,4,4,5,neutral or dissatisfied,4.0
89428,Male,52,academic,Personal Travel,Individual/Couple,5,4,5,4,5,5,5,2,3,5,satisfied,4.2
120106,Female,29,business,Group Travel,Group bookings,5,5,5,5,5,5,5,3,5,5,satisfied,4.8
3490,Male,26,aviation,Group Travel,Group bookings,3,3,3,4,5,5,5,4,5,5,neutral or dissatisfied,4.1
96441,Female,40,academic,Group Travel,Group bookings,4,4,4,4,4,4,5,3,5,3,satisfied,4.1
117575,Male,36,personal,Group Travel,Group bookings,4,5,5,5,5,4,4,2,4,2,neutral or dissatisfied,4.2
58770,Female,34,tourism,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,3,satisfied,4.1
40656,Male,33,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,3,4,5,satisfied,4.7
107890,Female,40,aviation,Group Travel,Group bookings,5,5,5,5,3,5,5,4,5,4,satisfied,4.7
89194,Female,14,academic,Personal Travel,Individual/Couple,4,4,5,3,4,4,4,4,4,4,neutral or dissatisfied,4.0
123312,Male,18,tourism,Group Travel,Group bookings,4,4,4,3,5,5,5,5,4,5,satisfied,4.3
21332,Female,43,personal,Group Travel,Individual/Couple,5,5,5,5,2,3,5,2,5,2,satisfied,4.1
126204,Female,49,tourism,Group Travel,Group bookings,4,4,4,4,2,5,5,3,5,3,satisfied,4.0
118467,Female,48,academic,Group Travel,Group bookings,5,5,5,5,4,5,5,5,5,4,satisfied,4.9
34374,Female,25,academic,Group Travel,Group bookings,4,5,5,4,4,4,4,5,5,4,neutral or dissatisfied,4.4
41637,Male,41,aviation,Group Travel,Group bookings,5,5,5,5,5,5,3,4,3,3,satisfied,4.4
26346,Male,24,academic,Group Travel,Not defined,5,5,5,5,5,4,5,1,4,5,satisfied,4.3
63311,Male,16,academic,Group Travel,Group bookings,4,5,5,5,4,4,4,3,4,4,neutral or dissatisfied,4.2
83608,Male,47,aviation,Group Travel,Group bookings,4,4,4,3,4,4,4,5,5,4,satisfied,4.1
11462,Female,50,business,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,3,satisfied,4.4
35646,Male,38,academic,Group Travel,Group bookings,5,5,2,5,4,4,4,4,4,4,satisfied,4.1
70750,Female,50,aviation,Group Travel,Group bookings,5,5,5,5,2,4,5,5,5,3,satisfied,4.6
28438,Female,54,business,Group Travel,Individual/Couple,5,5,5,5,5,5,5,5,3,5,satisfied,4.8
119442,Male,60,aviation,Group Travel,Not defined,4,5,5,5,4,4,4,2,4,4,neutral or dissatisfied,4.1
61974,Male,50,academic,Group Travel,Group bookings,4,4,4,4,4,5,4,5,4,5,satisfied,4.2
28197,Female,22,personal,Personal Travel,Individual/Couple,4,4,3,4,5,5,5,3,4,5,neutral or dissatisfied,4.1
23225,Male,37,tourism,Group Travel,Group bookings,4,4,4,4,3,2,5,5,5,3,satisfied,4.0
84326,Male,46,tourism,Group Travel,Group bookings,5,5,5,5,5,4,4,3,4,3,satisfied,4.4
109367,Male,54,aviation,Group Travel,Group bookings,5,5,5,5,3,4,4,3,4,4,satisfied,4.2
1792,Female,48,academic,Group Travel,Group bookings,4,4,4,4,4,5,4,5,4,4,satisfied,4.2
127393,Female,55,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,5,satisfied,4.4
5994,Female,49,personal,Group Travel,Group bookings,5,5,5,5,5,4,4,3,4,4,satisfied,4.4
91731,Male,28,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,5,5,4,satisfied,4.7
10207,Female,51,business,Group Travel,Group bookings,5,5,5,5,3,4,4,3,4,3,satisfied,4.2
26948,Male,61,personal,Personal Travel,Individual/Couple,4,5,4,2,5,5,5,3,4,5,neutral or dissatisfied,4.1
83238,Male,54,academic,Group Travel,Group bookings,5,5,5,5,2,4,4,4,4,3,satisfied,4.2
85106,Female,28,tourism,Group Travel,Group bookings,5,5,5,5,3,3,3,5,5,3,satisfied,4.3
120808,Female,53,tourism,Group Travel,Group bookings,4,4,4,4,3,5,4,4,4,4,satisfied,4.0
90230,Male,36,academic,Group Travel,Not defined,4,4,4,4,4,4,4,4,4,4,neutral or dissatisfied,4.0
128090,Female,39,aviation,Personal Travel,Individual/Couple,5,4,5,2,5,4,3,4,5,4,satisfied,4.1
93234,Female,53,aviation,Group Travel,Group bookings,3,3,5,3,2,5,5,5,5,5,satisfied,4.0
62498,Male,16,tourism,Group Travel,Group bookings,3,3,3,3,5,5,5,5,5,5,satisfied,4.1
7933,Female,41,personal,Group Travel,Group bookings,5,5,5,5,5,4,4,3,4,5,satisfied,4.4
22045,Male,49,academic,Group Travel,Group bookings,4,4,4,4,3,5,5,5,5,4,satisfied,4.3
57958,Male,29,personal,Group Travel,Group bookings,3,3,3,3,5,5,5,4,5,5,satisfied,4.0
15180,Female,32,tourism,Personal Travel,Individual/Couple,2,5,2,3,5,5,5,4,5,5,neutral or dissatisfied,4.0
51530,Male,48,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,5,1,5,satisfied,4.6
80451,Male,30,business,Personal Travel,Group bookings,4,4,4,1,5,5,5,4,5,5,neutral or dissatisfied,4.1
69945,Female,18,business,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,5,satisfied,4.7
125193,Male,48,academic,Group Travel,Group bookings,5,5,3,5,2,4,5,3,5,3,satisfied,4.1
90271,Female,37,aviation,Group Travel,Group bookings,5,5,5,1,4,4,4,5,5,4,satisfied,4.2
48271,Male,38,academic,Group Travel,Not defined,5,5,5,5,5,5,5,5,2,5,satisfied,4.7
33969,Male,43,aviation,Group Travel,Group bookings,4,4,4,4,5,3,5,2,5,4,satisfied,4.0
90601,Female,52,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,5,5,4,satisfied,4.6
46357,Male,28,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,4,4,5,satisfied,4.8
71714,Female,35,academic,Group Travel,Group bookings,5,5,5,5,3,4,5,3,5,4,satisfied,4.4
59967,Female,61,tourism,Group Travel,Group bookings,4,4,4,4,4,4,5,5,5,4,satisfied,4.3
105332,Female,45,tourism,Group Travel,Group bookings,4,4,4,4,2,4,5,5,5,3,satisfied,4.1
2775,Female,45,business,Group Travel,Group bookings,4,5,5,5,3,3,3,3,5,3,satisfied,4.0
44965,Female,39,academic,Group Travel,Group bookings,4,4,3,4,4,4,5,4,5,4,satisfied,4.1
46509,Female,32,aviation,Group Travel,Individual/Couple,4,5,5,5,4,4,4,5,3,4,satisfied,4.3
46487,Male,59,business,Group Travel,Individual/Couple,4,5,5,5,4,4,4,4,2,4,satisfied,4.1
64751,Male,41,business,Group Travel,Group bookings,3,3,3,3,4,5,5,5,5,3,satisfied,4.0
117020,Female,48,tourism,Group Travel,Group bookings,5,5,5,5,2,5,5,4,5,4,satisfied,4.6
87868,Female,44,business,Group Travel,Group bookings,5,5,5,4,3,3,3,4,4,3,satisfied,4.0
117679,Male,41,aviation,Group Travel,Group bookings,5,5,5,5,2,5,3,4,3,3,satisfied,4.1
31029,Male,47,tourism,Group Travel,Group bookings,4,4,4,4,3,4,5,3,5,3,satisfied,4.0
128310,Male,54,tourism,Group Travel,Group bookings,5,5,5,5,5,5,4,3,4,3,satisfied,4.6
79596,Female,30,tourism,Group Travel,Group bookings,4,4,4,1,5,5,5,5,4,5,satisfied,4.1
19082,Male,20,business,Group Travel,Not defined,5,5,5,5,5,4,5,5,4,5,satisfied,4.8
104711,Male,45,business,Group Travel,Group bookings,5,5,5,5,3,5,4,5,4,5,satisfied,4.6
76996,Female,59,aviation,Group Travel,Group bookings,5,5,5,5,5,4,5,4,5,4,satisfied,4.8
5339,Female,50,academic,Group Travel,Group bookings,5,5,5,5,5,4,3,5,3,4,satisfied,4.4
31089,Male,29,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,3,4,5,satisfied,4.2
51945,Female,53,business,Group Travel,Individual/Couple,4,1,5,5,5,5,4,5,4,1,satisfied,4.2
26114,Male,22,business,Group Travel,Group bookings,4,3,4,4,5,5,5,5,4,5,satisfied,4.3
3218,Female,40,business,Group Travel,Group bookings,5,5,5,5,2,5,5,4,5,4,satisfied,4.6
113415,Female,37,business,Group Travel,Group bookings,3,3,3,3,5,5,5,4,5,4,satisfied,4.0
99302,Female,41,business,Group Travel,Group bookings,5,5,5,5,3,5,4,4,4,5,satisfied,4.4
120893,Female,48,business,Group Travel,Group bookings,4,4,4,4,5,4,5,3,5,4,satisfied,4.2
68266,Male,67,tourism,Personal Travel,Individual/Couple,1,4,1,5,5,5,5,5,5,5,neutral or dissatisfied,4.0
108122,Female,45,personal,Group Travel,Group bookings,5,5,5,5,3,4,5,5,5,4,satisfied,4.7
59024,Male,48,tourism,Group Travel,Group bookings,3,3,3,3,5,4,5,5,5,5,satisfied,4.0
69224,Male,53,tourism,Group Travel,Group bookings,5,5,4,5,2,4,5,3,5,3,satisfied,4.2
72267,Female,62,personal,Group Travel,Group bookings,4,4,4,4,4,5,4,3,4,5,satisfied,4.0
10720,Male,44,tourism,Group Travel,Group bookings,5,5,5,5,5,4,4,4,4,4,satisfied,4.6
12147,Male,53,tourism,Group Travel,Individual/Couple,4,5,5,5,3,3,3,3,5,3,satisfied,4.0
84310,Male,29,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,3,5,4,satisfied,4.4
2516,Male,55,tourism,Group Travel,Group bookings,3,3,5,3,3,4,5,5,5,5,satisfied,4.0
71694,Female,23,business,Personal Travel,Individual/Couple,4,5,4,2,5,5,5,5,4,5,satisfied,4.3
97174,Male,68,aviation,Personal Travel,Individual/Couple,3,5,3,5,5,5,5,4,5,5,neutral or dissatisfied,4.4
10026,Male,50,academic,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,4,satisfied,4.7
81877,Male,8,business,Personal Travel,Group bookings,5,5,5,3,3,3,3,4,5,3,satisfied,4.0
40681,Female,36,academic,Group Travel,Group bookings,5,5,5,5,3,5,4,3,4,3,satisfied,4.3
81298,Male,57,aviation,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,5,satisfied,4.4
42391,Female,29,aviation,Group Travel,Not defined,5,5,5,5,5,5,5,5,1,5,satisfied,4.6
102073,Female,36,academic,Group Travel,Group bookings,4,4,4,1,5,5,5,5,5,5,neutral or dissatisfied,4.2
104691,Male,51,tourism,Group Travel,Group bookings,5,5,5,5,2,5,4,5,4,5,satisfied,4.4
16574,Male,55,business,Group Travel,Individual/Couple,5,5,5,5,5,5,5,2,1,5,satisfied,4.2
11459,Male,39,academic,Group Travel,Group bookings,5,5,5,5,4,5,5,5,5,5,satisfied,4.9
112938,Male,63,business,Personal Travel,Individual/Couple,2,5,2,4,5,5,5,4,5,5,neutral or dissatisfied,4.1
58382,Female,41,business,Group Travel,Group bookings,5,5,5,5,3,5,3,4,3,4,satisfied,4.2
99900,Female,7,business,Personal Travel,Individual/Couple,3,5,3,1,5,5,5,4,5,5,neutral or dissatisfied,4.0
47266,Female,33,academic,Group Travel,Group bookings,5,5,5,5,5,1,3,5,3,3,satisfied,4.1
111768,Female,59,tourism,Personal Travel,Group bookings,4,4,4,3,3,5,5,4,5,5,neutral or dissatisfied,4.1
123798,Female,49,tourism,Group Travel,Group bookings,4,4,4,4,5,4,5,5,5,3,satisfied,4.4
28221,Male,76,tourism,Group Travel,Not defined,4,4,5,4,4,4,4,5,3,4,satisfied,4.1
90045,Male,57,personal,Group Travel,Group bookings,5,5,5,5,3,4,5,3,5,5,satisfied,4.4
3472,Female,57,tourism,Group Travel,Group bookings,4,4,4,4,5,4,4,3,4,5,satisfied,4.0
12005,Male,63,personal,Personal Travel,Not defined,4,5,4,3,5,5,5,3,4,5,satisfied,4.2
45590,Male,37,business,Group Travel,Individual/Couple,5,4,4,4,5,5,5,1,5,5,satisfied,4.2
120199,Male,32,academic,Group Travel,Group bookings,5,5,5,5,5,5,5,4,5,5,satisfied,4.9
96279,Male,57,tourism,Personal Travel,Individual/Couple,4,5,5,5,3,3,3,4,4,3,neutral or dissatisfied,4.0
37351,Female,22,tourism,Group Travel,Group bookings,5,5,3,5,4,4,4,3,3,4,satisfied,4.0
57044,Male,33,business,Group Travel,Group bookings,5,5,5,5,5,5,5,3,5,5,satisfied,4.8
73919,Male,41,business,Group Travel,Group bookings,5,5,3,5,2,5,5,3,5,4,satisfied,4.2
110232,Male,22,business,Group Travel,Group bookings,5,5,3,5,5,5,5,5,4,5,satisfied,4.7
35959,Male,37,tourism,Group Travel,Group bookings,4,4,4,3,5,5,5,5,1,5,satisfied,4.0
31898,Male,38,tourism,Group Travel,Group bookings,5,5,5,5,5,3,4,5,4,1,satisfied,4.6
89802,Female,41,aviation,Group Travel,Group bookings,4,4,4,4,2,5,5,5,5,4,satisfied,4.2
67317,Male,38,academic,Personal Travel,Not defined,2,5,3,4,5,5,5,4,5,5,neutral or dissatisfied,4.2
114418,Female,49,academic,Group Travel,Group bookings,3,3,2,3,5,5,5,5,5,4,satisfied,4.0
107893,Male,40,aviation,Group Travel,Group bookings,5,5,5,5,5,5,5,4,4,5,satisfied,4.8
82770,Female,59,aviation,Group Travel,Group bookings,5,5,5,5,4,5,4,3,4,5,satisfied,4.4
24533,Male,47,tourism,Group Travel,Group bookings,4,4,4,4,5,4,5,3,5,3,satisfied,4.2
10705,Male,77,tourism,Group Travel,Group bookings,5,5,5,5,4,4,3,3,3,4,satisfied,4.1
66959,Male,46,academic,Group Travel,Group bookings,5,5,5,5,2,5,4,4,4,5,satisfied,4.3
77607,Male,22,tourism,Group Travel,Group bookings,4,5,4,1,5,5,5,3,5,5,satisfied,4.1
17043,Female,44,tourism,Group Travel,Individual/Couple,5,4,4,4,5,2,5,2,5,3,satisfied,4.0
102748,Male,49,tourism,Group Travel,Group bookings,4,4,4,4,5,4,5,5,5,3,satisfied,4.4
83307,Male,38,business,Group Travel,Group bookings,5,5,5,5,4,4,5,4,5,3,satisfied,4.7
75896,Male,60,academic,Group Travel,Group bookings,5,5,5,5,4,4,5,5,5,3,satisfied,4.8
80096,Female,45,tourism,Group Travel,Group bookings,4,4,4,4,2,5,4,5,4,5,satisfied,4.0
81861,Female,39,academic,Group Travel,Not defined,5,3,3,3,5,5,5,5,5,5,satisfied,4.3
127372,Female,28,academic,Group Travel,Group bookings,3,3,3,3,5,5,5,5,5,5,neutral or dissatisfied,4.1
86931,Female,32,aviation,Group Travel,Group bookings,3,4,4,1,5,5,5,4,5,5,neutral or dissatisfied,4.0
54097,Male,41,aviation,Group Travel,Not defined,5,5,2,5,5,5,5,2,5,5,satisfied,4.3
28927,Female,58,tourism,Group Travel,Individual/Couple,3,5,5,5,2,4,4,4,4,4,neutral or dissatisfied,4.0
124516,Male,41,business,Group Travel,Group bookings,5,5,5,5,3,4,5,3,5,5,satisfied,4.4
40737,Male,29,tourism,Group Travel,Group bookings,3,3,3,3,5,5,5,5,5,5,satisfied,4.1
119378,Male,29,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,5,4,4,satisfied,4.6
85748,Male,39,business,Group Travel,Group bookings,5,5,5,5,2,5,5,5,5,3,satisfied,4.7
52219,Male,36,business,Group Travel,Group bookings,5,5,5,5,3,4,5,2,5,4,satisfied,4.3
72749,Female,43,tourism,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,5,satisfied,4.7
8659,Female,49,tourism,Group Travel,Group bookings,4,4,4,4,5,4,5,5,5,3,satisfied,4.4
64207,Male,13,business,Personal Travel,Individual/Couple,2,5,2,4,5,4,5,4,5,5,neutral or dissatisfied,4.0
72004,Male,47,academic,Group Travel,Group bookings,5,5,5,5,3,4,3,3,3,5,satisfied,4.0
37084,Female,54,business,Group Travel,Group bookings,3,5,5,5,5,3,3,4,3,3,neutral or dissatisfied,4.0
56210,Male,47,business,Group Travel,Group bookings,5,5,2,5,3,5,4,3,4,3,satisfied,4.0
3870,Female,57,business,Group Travel,Group bookings,4,5,4,4,2,5,5,5,5,5,satisfied,4.3
15390,Male,49,business,Group Travel,Group bookings,5,5,5,5,2,3,4,5,4,4,satisfied,4.2
81457,Male,25,business,Group Travel,Group bookings,3,3,3,3,5,5,5,4,5,5,satisfied,4.0
4961,Male,36,business,Personal Travel,Individual/Couple,4,4,4,3,5,5,5,4,5,5,satisfied,4.3
113298,Female,51,business,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,5,satisfied,4.1
34657,Female,44,business,Group Travel,Group bookings,5,5,5,5,3,4,4,4,4,4,satisfied,4.3
20338,Male,33,business,Group Travel,Group bookings,5,5,5,5,5,5,5,3,2,5,satisfied,4.4
16303,Female,33,business,Group Travel,Group bookings,5,5,5,5,4,3,5,4,5,3,satisfied,4.6
53465,Male,41,academic,Group Travel,Individual/Couple,5,4,4,4,5,5,3,5,2,5,satisfied,4.1
64771,Male,41,tourism,Group Travel,Group bookings,5,5,5,5,4,5,5,3,5,5,satisfied,4.7
63196,Female,37,tourism,Group Travel,Group bookings,5,5,5,5,4,4,5,4,5,3,satisfied,4.7
42302,Male,33,academic,Personal Travel,Individual/Couple,4,5,4,3,4,4,4,5,5,4,satisfied,4.2
127067,Male,17,tourism,Group Travel,Individual/Couple,4,5,4,3,4,4,4,3,5,4,satisfied,4.0
6533,Male,56,academic,Group Travel,Group bookings,4,4,4,4,5,4,4,5,4,3,satisfied,4.2
128019,Female,43,academic,Group Travel,Group bookings,5,5,5,5,2,4,4,4,4,3,satisfied,4.2
88131,Female,50,business,Group Travel,Group bookings,5,5,5,5,3,5,4,3,4,5,satisfied,4.3
26532,Female,33,academic,Group Travel,Individual/Couple,4,5,5,5,4,4,4,4,2,4,neutral or dissatisfied,4.1
41782,Male,49,personal,Personal Travel,Individual/Couple,3,4,3,5,5,5,5,5,5,5,neutral or dissatisfied,4.4
91291,Male,34,tourism,Group Travel,Group bookings,5,5,5,5,4,4,5,4,5,4,satisfied,4.7
79533,Male,25,business,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
106038,Male,53,tourism,Group Travel,Group bookings,5,5,5,5,2,4,4,5,4,5,satisfied,4.3
3915,Female,55,business,Personal Travel,Individual/Couple,5,4,5,4,2,4,5,4,5,5,satisfied,4.2
122654,Male,54,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,4,satisfied,4.6
58354,Male,20,business,Group Travel,Group bookings,3,3,3,3,5,5,5,4,5,5,satisfied,4.0
65256,Female,19,academic,Group Travel,Group bookings,4,4,4,4,4,5,4,5,4,4,satisfied,4.2
129246,Male,61,business,Personal Travel,Individual/Couple,5,5,5,3,4,4,4,5,5,4,satisfied,4.4
39225,Male,44,business,Group Travel,Individual/Couple,4,5,5,5,4,3,5,3,5,3,satisfied,4.3
103810,Male,47,tourism,Group Travel,Group bookings,4,4,4,4,2,4,5,5,5,5,satisfied,4.1
129691,Male,29,academic,Group Travel,Group bookings,3,3,3,3,5,5,5,5,5,5,satisfied,4.1
108232,Male,47,business,Group Travel,Group bookings,3,3,5,3,4,4,5,4,5,5,satisfied,4.0
69039,Male,43,tourism,Group Travel,Group bookings,5,5,5,5,3,4,5,4,5,4,satisfied,4.6
56524,Female,45,tourism,Group Travel,Group bookings,5,5,5,5,3,4,4,5,4,5,satisfied,4.4
71521,Female,22,academic,Group Travel,Individual/Couple,4,4,4,3,5,5,5,3,5,5,satisfied,4.2
58260,Male,18,aviation,Group Travel,Group bookings,4,4,4,4,4,4,4,3,5,4,satisfied,4.0
91556,Female,50,personal,Personal Travel,Individual/Couple,4,4,4,4,4,5,4,4,4,3,neutral or dissatisfied,4.1
101376,Male,27,tourism,Group Travel,Group bookings,5,5,5,3,4,4,4,5,4,4,satisfied,4.3
121310,Male,66,personal,Group Travel,Group bookings,5,5,5,5,4,4,5,5,5,5,satisfied,4.8
112351,Male,24,academic,Group Travel,Individual/Couple,5,5,5,3,5,5,5,5,5,5,satisfied,4.8
78737,Female,58,aviation,Group Travel,Group bookings,5,5,5,5,4,4,4,3,4,5,satisfied,4.3
65829,Male,59,tourism,Group Travel,Group bookings,4,4,4,4,5,4,5,4,5,5,satisfied,4.3
27312,Male,32,personal,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,4,satisfied,4.0
702,Female,34,business,Group Travel,Group bookings,4,4,4,4,3,4,5,4,5,4,satisfied,4.1
20115,Female,58,tourism,Group Travel,Group bookings,4,5,5,5,5,2,4,3,4,2,neutral or dissatisfied,4.1
116055,Female,36,tourism,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,5,4,5,neutral or dissatisfied,4.2
105499,Male,52,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,5,4,3,satisfied,4.6
997,Male,56,business,Group Travel,Individual/Couple,5,4,4,4,5,5,5,1,5,5,satisfied,4.2
77583,Female,46,business,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,4,satisfied,4.1
110344,Male,38,business,Group Travel,Group bookings,5,5,5,5,3,5,4,4,4,5,satisfied,4.4
56090,Female,18,tourism,Personal Travel,Not defined,4,4,4,5,4,4,5,4,4,4,neutral or dissatisfied,4.2
43470,Male,48,personal,Group Travel,Individual/Couple,5,5,3,3,5,5,5,3,4,5,satisfied,4.2
60083,Male,42,business,Group Travel,Group bookings,5,5,5,5,4,4,5,5,5,4,satisfied,4.8
126426,Female,38,academic,Group Travel,Not defined,4,5,5,5,4,4,4,2,3,4,neutral or dissatisfied,4.0
100369,Female,7,aviation,Personal Travel,Individual/Couple,2,5,2,4,5,5,5,3,5,5,neutral or dissatisfied,4.0
67348,Male,67,business,Personal Travel,Individual/Couple,2,5,2,5,4,4,4,5,5,4,neutral or dissatisfied,4.0
111853,Male,30,business,Group Travel,Group bookings,4,4,4,4,4,4,4,4,5,4,satisfied,4.1
76761,Female,41,tourism,Group Travel,Group bookings,5,5,5,5,5,4,5,5,5,5,satisfied,4.9
64672,Male,38,tourism,Group Travel,Group bookings,5,4,5,5,5,5,4,5,4,5,satisfied,4.7
49310,Female,47,academic,Group Travel,Individual/Couple,4,4,4,4,2,5,5,4,5,3,satisfied,4.1
114734,Male,30,tourism,Group Travel,Group bookings,5,5,3,5,4,4,4,4,5,4,satisfied,4.3
58029,Female,54,tourism,Group Travel,Group bookings,3,3,3,3,4,5,5,5,5,4,satisfied,4.0
56932,Male,26,personal,Group Travel,Group bookings,4,4,4,4,5,4,5,4,4,4,satisfied,4.2
29776,Male,28,aviation,Personal Travel,Group bookings,5,5,5,4,3,3,3,4,5,3,satisfied,4.1
37832,Male,52,business,Group Travel,Individual/Couple,5,4,4,4,5,5,5,5,1,5,satisfied,4.2
114047,Female,14,business,Personal Travel,Individual/Couple,2,5,2,5,5,5,5,4,4,5,neutral or dissatisfied,4.1
16887,Female,30,academic,Group Travel,Individual/Couple,3,3,3,4,5,5,5,4,4,5,neutral or dissatisfied,4.0
124454,Female,40,academic,Group Travel,Group bookings,4,4,4,4,2,5,4,5,4,4,satisfied,4.0
44559,Female,22,business,Group Travel,Not defined,5,5,5,5,5,4,5,4,4,5,satisfied,4.7
55353,Female,42,business,Group Travel,Group bookings,5,5,5,5,5,4,4,5,4,5,satisfied,4.7
39990,Female,47,business,Group Travel,Individual/Couple,4,5,5,5,2,5,4,2,4,4,satisfied,4.0
55348,Male,41,aviation,Group Travel,Group bookings,4,4,4,4,2,5,5,3,5,4,satisfied,4.0
32578,Female,66,personal,Group Travel,Group bookings,2,5,5,5,3,3,5,3,5,4,neutral or dissatisfied,4.0
46098,Male,54,academic,Personal Travel,Not defined,4,5,4,3,5,5,5,3,4,5,neutral or dissatisfied,4.2
41490,Male,36,academic,Group Travel,Individual/Couple,4,5,5,5,4,4,4,5,1,4,satisfied,4.1
70444,Female,10,academic,Personal Travel,Individual/Couple,3,4,3,2,5,5,5,5,5,5,neutral or dissatisfied,4.1
109733,Male,17,business,Personal Travel,Individual/Couple,5,5,5,5,3,3,3,3,4,3,satisfied,4.0
63628,Female,37,aviation,Group Travel,Group bookings,5,5,4,5,5,5,4,4,4,4,satisfied,4.6
4313,Male,43,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,5,satisfied,4.6
68619,Female,50,business,Group Travel,Group bookings,5,5,3,5,5,5,4,3,4,5,satisfied,4.3
37962,Female,35,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,5,satisfied,4.3
128783,Female,65,tourism,Group Travel,Individual/Couple,4,5,5,5,5,4,4,2,4,1,neutral or dissatisfied,4.2
34911,Male,46,tourism,Group Travel,Group bookings,4,1,4,4,5,5,5,5,5,5,satisfied,4.2
52756,Female,17,aviation,Group Travel,Group bookings,5,5,5,5,4,4,4,3,5,4,satisfied,4.4
20748,Male,47,aviation,Personal Travel,Individual/Couple,4,5,4,4,4,4,4,5,5,4,neutral or dissatisfied,4.3
94536,Male,50,tourism,Group Travel,Group bookings,4,4,4,4,4,4,5,4,3,4,satisfied,4.0
70699,Female,38,tourism,Group Travel,Group bookings,5,5,5,5,3,5,5,4,5,3,satisfied,4.7
66645,Female,56,tourism,Group Travel,Group bookings,5,5,5,5,2,5,5,3,5,5,satisfied,4.4
127703,Female,12,personal,Personal Travel,Individual/Couple,4,5,4,2,5,3,5,4,4,5,satisfied,4.0
39168,Male,21,aviation,Group Travel,Group bookings,5,5,2,5,4,4,4,5,5,4,satisfied,4.3
113469,Female,27,business,Group Travel,Group bookings,5,5,5,2,5,5,5,5,5,5,satisfied,4.7
52073,Female,25,aviation,Group Travel,Group bookings,5,5,5,5,4,4,4,4,1,4,satisfied,4.1
122380,Male,29,business,Personal Travel,Individual/Couple,5,5,5,5,3,3,3,3,4,3,satisfied,4.0
100510,Female,38,business,Group Travel,Individual/Couple,5,5,5,5,5,5,5,1,1,5,satisfied,4.1
94053,Female,55,tourism,Group Travel,Group bookings,5,5,2,5,2,5,4,4,4,5,satisfied,4.0
17153,Female,31,personal,Group Travel,Group bookings,5,5,5,5,5,5,5,5,4,5,satisfied,4.9
50021,Female,37,business,Group Travel,Individual/Couple,4,5,5,5,4,4,4,3,4,4,neutral or dissatisfied,4.2
117869,Female,43,tourism,Group Travel,Group bookings,4,4,4,4,3,5,5,3,5,4,satisfied,4.1
9515,Male,48,business,Group Travel,Group bookings,5,5,5,5,5,5,4,5,4,3,satisfied,4.8
55178,Male,53,business,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,4,satisfied,4.6
75096,Female,22,business,Group Travel,Group bookings,3,3,3,3,5,5,5,5,4,5,satisfied,4.0
49582,Male,56,business,Group Travel,Group bookings,5,5,5,5,2,1,5,5,5,4,satisfied,4.2
27591,Male,20,business,Personal Travel,Individual/Couple,4,5,5,1,5,4,5,4,5,5,neutral or dissatisfied,4.2
81552,Male,47,business,Group Travel,Group bookings,5,5,5,5,2,4,5,5,5,4,satisfied,4.6
121523,Female,40,business,Group Travel,Group bookings,5,5,5,5,2,5,4,3,4,5,satisfied,4.2
77300,Female,47,business,Group Travel,Group bookings,5,5,5,5,3,5,5,5,5,3,satisfied,4.8
